[9833003.03558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[8819596.78045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1015392.77066]
[7952726.00857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 868378.240635, 1013421.5755]
[7952726.00857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1883789.23657, 0]
[7005730.10639, 0, 0, 0, 0, 0, 0, 0, 0, 948647.989784, 1880290.27742, 0]
[7005730.10639, 0, 0, 0, 0, 0, 0, 0, 0, 948647.989784, 866867.429166, 1015392.77066]
[7005730.10639, 0, 0, 0, 0, 0, 0, 0, 0, 1817047.49792, 0, 1013421.5755]
[7005730.10639, 0, 0, 0, 0, 0, 0, 0, 0, 2832460.99439, 0, 0]
[6100528.8453, 0, 0, 0, 0, 0, 0, 0, 906759.061555, 2827287.21744, 0, 0]
[6100528.8453, 0, 0, 0, 0, 0, 0, 0, 906759.061555, 1813864.36919, 0, 1015392.77066]
[6100528.8453, 0, 0, 0, 0, 0, 0, 0, 906759.061555, 946993.325125, 868378.240635, 1013421.5755]
[6100528.8453, 0, 0, 0, 0, 0, 0, 0, 906759.061555, 946993.325125, 1883789.23657, 0]
[6100528.8453, 0, 0, 0, 0, 0, 0, 0, 1855429.58511, 0, 1880290.27742, 0]
[6100528.8453, 0, 0, 0, 0, 0, 0, 0, 1855429.58511, 0, 866867.429166, 1015392.77066]
[6100528.8453, 0, 0, 0, 0, 0, 0, 0, 2723828.33561, 0, 0, 1013421.5755]
[6100528.8453, 0, 0, 0, 0, 0, 0, 0, 3739242.04338, 0, 0, 0]
[5244729.14032, 0, 0, 0, 0, 0, 0, 857126.828655, 3732497.3776, 0, 0, 0]
[5244729.14032, 0, 0, 0, 0, 0, 0, 857126.828655, 2719074.52935, 0, 0, 1015392.77066]
[5244729.14032, 0, 0, 0, 0, 0, 0, 857126.828655, 1852203.75747, 0, 868378.240635, 1013421.5755]
[5244729.14032, 0, 0, 0, 0, 0, 0, 857126.828655, 1852203.75747, 0, 1883789.23657, 0]
[5244729.14032, 0, 0, 0, 0, 0, 0, 857126.828655, 905207.855288, 948647.989784, 1880290.27742, 0]
[5244729.14032, 0, 0, 0, 0, 0, 0, 857126.828655, 905207.855288, 948647.989784, 866867.429166, 1015392.77066]
[5244729.14032, 0, 0, 0, 0, 0, 0, 857126.828655, 905207.855288, 1817047.49792, 0, 1013421.5755]
[5244729.14032, 0, 0, 0, 0, 0, 0, 857126.828655, 905207.855288, 2832460.99439, 0, 0]
[5244729.14032, 0, 0, 0, 0, 0, 0, 1763902.46741, 0, 2827287.21744, 0, 0]
[5244729.14032, 0, 0, 0, 0, 0, 0, 1763902.46741, 0, 1813864.36919, 0, 1015392.77066]
[5244729.14032, 0, 0, 0, 0, 0, 0, 1763902.46741, 0, 946993.325125, 868378.240635, 1013421.5755]
[5244729.14032, 0, 0, 0, 0, 0, 0, 1763902.46741, 0, 946993.325125, 1883789.23657, 0]
[5244729.14032, 0, 0, 0, 0, 0, 0, 2712574.66559, 0, 0, 1880290.27742, 0]
[5244729.14032, 0, 0, 0, 0, 0, 0, 2712574.66559, 0, 0, 866867.429166, 1015392.77066]
[5244729.14032, 0, 0, 0, 0, 0, 0, 3580973.95752, 0, 0, 0, 1013421.5755]
[5244729.14032, 0, 0, 0, 0, 0, 0, 4596387.92618, 0, 0, 0, 0]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 4588273.29452, 0, 0, 0, 0]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 3574850.44627, 0, 0, 0, 1015392.77066]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 2707979.67439, 0, 0, 868378.240635, 1013421.5755]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 2707979.67439, 0, 0, 1883789.23657, 0]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 1760983.77221, 0, 948647.989784, 1880290.27742, 0]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 1760983.77221, 0, 948647.989784, 866867.429166, 1015392.77066]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 1760983.77221, 0, 1817047.49792, 0, 1013421.5755]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 1760983.77221, 0, 2832460.99439, 0, 0]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 855777.700184, 906759.061555, 2827287.21744, 0, 0]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 855777.700184, 906759.061555, 1813864.36919, 0, 1015392.77066]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 855777.700184, 906759.061555, 946993.325125, 868378.240635, 1013421.5755]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 855777.700184, 906759.061555, 946993.325125, 1883789.23657, 0]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 855777.700184, 1855429.58511, 0, 1880290.27742, 0]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 855777.700184, 1855429.58511, 0, 866867.429166, 1015392.77066]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 855777.700184, 2723828.33561, 0, 0, 1013421.5755]
[4554782.10205, 0, 0, 0, 0, 0, 690977.456833, 855777.700184, 3739242.04338, 0, 0, 0]
[4554782.10205, 0, 0, 0, 0, 0, 1548118.62493, 0, 3732497.3776, 0, 0, 0]
[4554782.10205, 0, 0, 0, 0, 0, 1548118.62493, 0, 2719074.52935, 0, 0, 1015392.77066]
[4554782.10205, 0, 0, 0, 0, 0, 1548118.62493, 0, 1852203.75747, 0, 868378.240635, 1013421.5755]
[4554782.10205, 0, 0, 0, 0, 0, 1548118.62493, 0, 1852203.75747, 0, 1883789.23657, 0]
[4554782.10205, 0, 0, 0, 0, 0, 1548118.62493, 0, 905207.855288, 948647.989784, 1880290.27742, 0]
[4554782.10205, 0, 0, 0, 0, 0, 1548118.62493, 0, 905207.855288, 948647.989784, 866867.429166, 1015392.77066]
[4554782.10205, 0, 0, 0, 0, 0, 1548118.62493, 0, 905207.855288, 1817047.49792, 0, 1013421.5755]
[4554782.10205, 0, 0, 0, 0, 0, 1548118.62493, 0, 905207.855288, 2832460.99439, 0, 0]
[4554782.10205, 0, 0, 0, 0, 0, 2454895.51281, 0, 0, 2827287.21744, 0, 0]
[4554782.10205, 0, 0, 0, 0, 0, 2454895.51281, 0, 0, 1813864.36919, 0, 1015392.77066]
[4554782.10205, 0, 0, 0, 0, 0, 2454895.51281, 0, 0, 946993.325125, 868378.240635, 1013421.5755]
[4554782.10205, 0, 0, 0, 0, 0, 2454895.51281, 0, 0, 946993.325125, 1883789.23657, 0]
[4554782.10205, 0, 0, 0, 0, 0, 3403567.64967, 0, 0, 0, 1880290.27742, 0]
[4554782.10205, 0, 0, 0, 0, 0, 3403567.64967, 0, 0, 0, 866867.429166, 1015392.77066]
[4554782.10205, 0, 0, 0, 0, 0, 4271966.89523, 0, 0, 0, 0, 1013421.5755]
[4554782.10205, 0, 0, 0, 0, 0, 5287381.14803, 0, 0, 0, 0, 0]
[3652468.71505, 0, 0, 0, 0, 903724.952918, 5278218.31469, 0, 0, 0, 0, 0]
[3652468.71505, 0, 0, 0, 0, 903724.952918, 4264795.46644, 0, 0, 0, 0, 1015392.77066]
[3652468.71505, 0, 0, 0, 0, 903724.952918, 3397924.69456, 0, 0, 0, 868378.240635, 1013421.5755]
[3652468.71505, 0, 0, 0, 0, 903724.952918, 3397924.69456, 0, 0, 0, 1883789.23657, 0]
[3652468.71505, 0, 0, 0, 0, 903724.952918, 2450928.79238, 0, 0, 948647.989784, 1880290.27742, 0]
[3652468.71505, 0, 0, 0, 0, 903724.952918, 2450928.79238, 0, 0, 948647.989784, 866867.429166, 1015392.77066]
[3652468.71505, 0, 0, 0, 0, 903724.952918, 2450928.79238, 0, 0, 1817047.49792, 0, 1013421.5755]
