[21138483.5825, 0, 0, 0, 0, 0, 0, 0, 0]
[17473157.0274, 0, 0, 0, 0, 0, 0, 0, 3672426.95629]
[14111464.1144, 0, 0, 0, 0, 0, 0, 3367101.29335, 3665326.5551]
[14111464.1144, 0, 0, 0, 0, 0, 0, 7039548.25585, 0]
[11276542.8327, 0, 0, 0, 0, 0, 2834433.28722, 7027021.58688, 0]
[11276542.8327, 0, 0, 0, 0, 0, 2834433.28722, 3361695.03178, 3672426.95629]
[11276542.8327, 0, 0, 0, 0, 0, 6201598.15121, 0, 3665326.5551]
[11276542.8327, 0, 0, 0, 0, 0, 9874006.87806, 0, 0]
[10461741.8721, 0, 0, 0, 0, 815503.164227, 9861940.68354, 0, 0]
[10461741.8721, 0, 0, 0, 0, 815503.164227, 6196614.12844, 0, 3672426.95629]
[10461741.8721, 0, 0, 0, 0, 815503.164227, 2834921.2155, 3367101.29335, 3665326.5551]
[10461741.8721, 0, 0, 0, 0, 815503.164227, 2834921.2155, 7039548.25585, 0]
[10461741.8721, 0, 0, 0, 0, 3650227.82039, 0, 7027021.58688, 0]
[10461741.8721, 0, 0, 0, 0, 3650227.82039, 0, 3361695.03178, 3672426.95629]
[10461741.8721, 0, 0, 0, 0, 7017439.72146, 0, 0, 3665326.5551]
[10461741.8721, 0, 0, 0, 0, 10689853.3202, 0, 0, 0]
[7173535.3895, 0, 0, 0, 3291298.95012, 10676741.7103, 0, 0, 0]
[7173535.3895, 0, 0, 0, 3291298.95012, 7011415.15524, 0, 0, 3672426.95629]
[7173535.3895, 0, 0, 0, 3291298.95012, 3649722.24231, 0, 3367101.29335, 3665326.5551]
[7173535.3895, 0, 0, 0, 3291298.95012, 3649722.24231, 0, 7039548.25585, 0]
[7173535.3895, 0, 0, 0, 3291298.95012, 814800.960605, 2834433.28722, 7027021.58688, 0]
[7173535.3895, 0, 0, 0, 3291298.95012, 814800.960605, 2834433.28722, 3361695.03178, 3672426.95629]
[7173535.3895, 0, 0, 0, 3291298.95012, 814800.960605, 6201598.15121, 0, 3665326.5551]
[7173535.3895, 0, 0, 0, 3291298.95012, 814800.960605, 9874006.87806, 0, 0]
[7173535.3895, 0, 0, 0, 4106814.68142, 0, 9861940.68354, 0, 0]
[7173535.3895, 0, 0, 0, 4106814.68142, 0, 6196614.12844, 0, 3672426.95629]
[7173535.3895, 0, 0, 0, 4106814.68142, 0, 2834921.2155, 3367101.29335, 3665326.5551]
[7173535.3895, 0, 0, 0, 4106814.68142, 0, 2834921.2155, 7039548.25585, 0]
[7173535.3895, 0, 0, 0, 6941508.5261, 0, 0, 7027021.58688, 0]
[7173535.3895, 0, 0, 0, 6941508.5261, 0, 0, 3361695.03178, 3672426.95629]
[7173535.3895, 0, 0, 0, 10308755.7201, 0, 0, 0, 3665326.5551]
[7173535.3895, 0, 0, 0, 13981167.8731, 0, 0, 0, 0]
[3845096.90899, 0, 0, 3331759.93087, 13964946.8716, 0, 0, 0, 0]
[3845096.90899, 0, 0, 3331759.93087, 10299620.3165, 0, 0, 0, 3672426.95629]
[3845096.90899, 0, 0, 3331759.93087, 6937927.40358, 0, 0, 3367101.29335, 3665326.5551]
[3845096.90899, 0, 0, 3331759.93087, 6937927.40358, 0, 0, 7039548.25585, 0]
[3845096.90899, 0, 0, 3331759.93087, 4103006.12188, 0, 2834433.28722, 7027021.58688, 0]
[3845096.90899, 0, 0, 3331759.93087, 4103006.12188, 0, 2834433.28722, 3361695.03178, 3672426.95629]
[3845096.90899, 0, 0, 3331759.93087, 4103006.12188, 0, 6201598.15121, 0, 3665326.5551]
[3845096.90899, 0, 0, 3331759.93087, 4103006.12188, 0, 9874006.87806, 0, 0]
[3845096.90899, 0, 0, 3331759.93087, 3288205.16127, 815503.164227, 9861940.68354, 0, 0]
[3845096.90899, 0, 0, 3331759.93087, 3288205.16127, 815503.164227, 6196614.12844, 0, 3672426.95629]
[3845096.90899, 0, 0, 3331759.93087, 3288205.16127, 815503.164227, 2834921.2155, 3367101.29335, 3665326.5551]
[3845096.90899, 0, 0, 3331759.93087, 3288205.16127, 815503.164227, 2834921.2155, 7039548.25585, 0]
[3845096.90899, 0, 0, 3331759.93087, 3288205.16127, 3650227.82039, 0, 7027021.58688, 0]
[3845096.90899, 0, 0, 3331759.93087, 3288205.16127, 3650227.82039, 0, 3361695.03178, 3672426.95629]
[3845096.90899, 0, 0, 3331759.93087, 3288205.16127, 7017439.72146, 0, 0, 3665326.5551]
[3845096.90899, 0, 0, 3331759.93087, 3288205.16127, 10689853.3202, 0, 0, 0]
[3845096.90899, 0, 0, 6622630.12701, 0, 10676741.7103, 0, 0, 0]
[3845096.90899, 0, 0, 6622630.12701, 0, 7011415.15524, 0, 0, 3672426.95629]
[3845096.90899, 0, 0, 6622630.12701, 0, 3649722.24231, 0, 3367101.29335, 3665326.5551]
[3845096.90899, 0, 0, 6622630.12701, 0, 3649722.24231, 0, 7039548.25585, 0]
[3845096.90899, 0, 0, 6622630.12701, 0, 814800.960605, 2834433.28722, 7027021.58688, 0]
[3845096.90899, 0, 0, 6622630.12701, 0, 814800.960605, 2834433.28722, 3361695.03178, 3672426.95629]
[3845096.90899, 0, 0, 6622630.12701, 0, 814800.960605, 6201598.15121, 0, 3665326.5551]
[3845096.90899, 0, 0, 6622630.12701, 0, 814800.960605, 9874006.87806, 0, 0]
[3845096.90899, 0, 0, 7438149.64627, 0, 0, 9861940.68354, 0, 0]
[3845096.90899, 0, 0, 7438149.64627, 0, 0, 6196614.12844, 0, 3672426.95629]
[3845096.90899, 0, 0, 7438149.64627, 0, 0, 2834921.2155, 3367101.29335, 3665326.5551]
[3845096.90899, 0, 0, 7438149.64627, 0, 0, 2834921.2155, 7039548.25585, 0]
[3845096.90899, 0, 0, 10272790.4684, 0, 0, 0, 7027021.58688, 0]
[3845096.90899, 0, 0, 10272790.4684, 0, 0, 0, 3361695.03178, 3672426.95629]
[3845096.90899, 0, 0, 13640074.0293, 0, 0, 0, 0, 3665326.5551]
[3845096.90899, 0, 0, 17312497.8965, 0, 0, 0, 0, 0]
[539174.870986, 0, 3309287.2236, 17293386.1213, 0, 0, 0, 0, 0]
[539174.870986, 0, 3309287.2236, 13628059.5662, 0, 0, 0, 0, 3672426.95629]
[539174.870986, 0, 3309287.2236, 10266366.6533, 0, 0, 0, 3367101.29335, 3665326.5551]
[539174.870986, 0, 3309287.2236, 10266366.6533, 0, 0, 0, 7039548.25585, 0]
[539174.870986, 0, 3309287.2236, 7431445.37159, 0, 0, 2834433.28722, 7027021.58688, 0]
[539174.870986, 0, 3309287.2236, 7431445.37159, 0, 0, 2834433.28722, 3361695.03178, 3672426.95629]
[539174.870986, 0, 3309287.2236, 7431445.37159, 0, 0, 6201598.15121, 0, 3665326.5551]
[539174.870986, 0, 3309287.2236, 7431445.37159, 0, 0, 9874006.87806, 0, 0]
[539174.870986, 0, 3309287.2236, 6616644.41099, 0, 815503.164227, 9861940.68354, 0, 0]
[539174.870986, 0, 3309287.2236, 6616644.41099, 0, 815503.164227, 6196614.12844, 0, 3672426.95629]
[539174.870986, 0, 3309287.2236, 6616644.41099, 0, 815503.164227, 2834921.2155, 3367101.29335, 3665326.5551]
[539174.870986, 0, 3309287.2236, 6616644.41099, 0, 815503.164227, 2834921.2155, 7039548.25585, 0]
[539174.870986, 0, 3309287.2236, 6616644.41099, 0, 3650227.82039, 0, 7027021.58688, 0]
[539174.870986, 0, 3309287.2236, 6616644.41099, 0, 3650227.82039, 0, 3361695.03178, 3672426.95629]
